x_var,Calvin_throughput,Calvin_p50,Calvin_p90,Calvin_p95,Calvin_p99,Calvin_aborts,Calvin_bytes,Calvin_cost,SLOG_throughput,SLOG_p50,SLOG_p90,SLOG_p95,SLOG_p99,SLOG_aborts,SLOG_bytes,SLOG_cost,Detock_throughput,Detock_p50,Detock_p90,Detock_p95,Detock_p99,Detock_aborts,Detock_bytes,Detock_cost,Janus_throughput,Janus_p50,Janus_p90,Janus_p95,Janus_p99,Janus_aborts,Janus_bytes,Janus_cost,Caerus_throughput,Caerus_p50,Caerus_p90,Caerus_p95,Caerus_p99,Caerus_aborts,Caerus_bytes,Caerus_cost,Mencius_throughput,Mencius_p50,Mencius_p90,Mencius_p95,Mencius_p99,Mencius_aborts,Mencius_bytes,Mencius_cost
0.0,39724,80.66148749999999,89.852263,192.52314975000002,2806.0281952499977,0.0,8421128865,10.105354638,66425,67.752892,138.77444100000017,284.0620082,649.4829967600026,0.0,19849753097,23.819703716400003,70660,65.32856050000001,156.0060719,236.05346179999995,531.7707503300003,0.0,21566027271,25.879232725199998,30228,186.84295300000002,370.2249410000005,440.36037649999986,599.4575914399995,0.0,8504665538,10.2055986456,,,,,,,,,,,,,,,,
20.0,44204,109.738345,135.588159,729.4131061999982,10456.945101240004,0.0,9334895034,11.201874040799998,57589,71.244183,149.69922040000026,399.2045632000003,803.7611863200004,0.0,17588261902,21.105914282400004,62298,70.529463,149.508151,280.453044,722.47963,0.0,19327881701,23.1934580412,25620,171.285566,555.434356,732.171657,882.8301233999997,0.0,7335615946,8.802739135200001,,,,,,,,,,,,,,,,
40.0,44085,69.139044,138.732512,3264.33491,4907.171556,0.0,9331881840,11.198258208,61455,70.552532,170.69904199999982,381.12713869999857,759.767953120001,0.0,18881095292,22.657314350400004,62980,68.470363,169.59003060000026,295.38118799999995,687.2672787200008,0.0,19801985167,23.7623822004,24580,188.312085,561.3272663999998,755.2885390499998,922.2446883699995,0.0,7115155262,8.5381863144,,,,,,,,,,,,,,,,
60.0,45615,67.669732,134.936781,492.7125481999978,6489.2463853999925,0.0,9643143867,11.5717726404,65469,78.247517,132.53920680000007,255.60510599999986,512.3825426799993,0.0,20376401181,24.4516814172,51854,77.970009,111.68353260000005,222.79907690000013,1703.820455760001,0.0,16679571640,20.015485968000004,24342,220.730065,480.61012090000025,638.58183905,892.80329887,0.0,7012983170,8.415579804000002,,,,,,,,,,,,,,,,
80.0,54601,78.420797,264.8079466,325.51759979999997,466.3779608599999,0.0,11469253419,13.7631041028,63138,83.4401365,123.3825465,192.52695835000006,459.71376534000007,0.0,19946125804,23.9353509648,50085,84.5133295,158.92715350000196,511.9592686999999,1100.7997996699994,0.0,16401324536,19.6815894432,24802,223.59922749999998,479.59348470000015,629.6798808000002,861.9067581400003,0.0,7147261643,8.576713971599998,,,,,,,,,,,,,,,,
100.0,47491,85.068106,185.6157074,210.92710714999987,599.3308202200025,0.0,10629325092,12.7551901104,61094,77.3140245,168.70372529999997,323.5772492,546.24995342,0.0,19551617851,23.461941421200002,47049,85.661214,138.81949319999998,151.49173799999994,2361.64105748,0.0,15685503282,18.8226039384,24878,190.493762,547.7456046000005,728.1730374,902.6530255999999,0.0,7194048475,8.63285817,,,,,,,,,,,,,,,,
