Txn_ID,Is MP,Is MH,Start time,End time,Duration (ms),Server (ms),Fwd (ms),MH orderer (ms),Seq (ms),Log man (ms),Sched (ms),Lck man (ms),Worker (ms),Wait (ms),Other (ms)
94557999988737,True,False,1749555996679633662,1749555997641087010,961.45335,0.2225,0.00976,0.0,1.01411,42.56345,0.00026,3.35662,0.59648,0.0,913.69017
84838488997889,False,False,1749555995355240486,1749555996204491735,849.25125,0.00031,0.01261,0.0,4.24259,48.09853,0.00027,1.36233,0.02226,0.0,795.51234
213279485984769,False,False,1749556044374852346,1749556054509610055,10134.75771,0.00065,0.01428,0.0,4.61501,101.28939,0.00037,0.01031,0.02555,0.0,10028.80215
152853591097344,False,False,1749556008467905734,1749556010537097074,2069.19134,0.00032,0.01448,0.0,4.75834,1989.26712,0.00025,72.04109,0.02168,0.0,3.08806
190275641147392,True,False,1749556022858478495,1749556026923379358,4064.90086,1.19903,0.01609,0.0,1.98934,3977.83615,0.00068,78.83236,1.52778,0.0,3.49942
204341659041793,False,False,1749556033399572101,1749556040409220478,7009.64838,0.00068,0.01398,0.0,2.12597,89.52448,0.00038,2.94582,0.03193,0.0,6915.00513
60649233186817,False,False,1749555993104148012,1749555993558630023,454.48201,0.00053,0.00629,0.0,3.81322,37.69604,0.00027,3.65603,0.0243,0.0,409.28532
60528974102528,False,False,1749555993099086142,1749555993552617919,453.53178,0.00033,0.01548,0.0,1.2305,403.80806,0.00023,45.93703,0.02098,0.0,2.51917
174216758427649,True,False,1749556016042555933,1749556018673270385,2630.71445,0.08117,0.01289,0.0,3.58266,2624.04204,0.00035,0.00642,0.05636,0.0,2.93256
178859618074625,False,False,1749556017834102755,1749556020667722976,2833.62022,0.00034,0.01235,0.0,4.44974,2765.10258,0.00024,60.65982,0.02075,0.0,3.37439
165266046582785,True,False,1749556012628129939,1749556014924193081,2296.06314,0.22341,0.01428,0.0,5.05483,2285.57358,0.00062,2.39153,0.3711,0.0,2.43379
185903364440064,True,False,1749556020995686131,1749556024319616986,3323.93086,0.00014,0.01534,0.0,4.24675,3317.37993,0.00037,0.00697,0.05321,0.0,2.22814
42382737276929,True,False,1749555992185380090,1749555992459507680,274.12759,0.0321,0.01175,0.0,0.37848,228.80976,0.00054,38.32035,1.1688,0.0,5.4058
171416439750656,True,False,1749556014795990381,1749556017343024324,2547.03394,0.36751,0.0135,0.0,4.22525,2478.00514,0.00061,60.5416,0.3458,0.0,3.53453
155104153960448,False,False,1749556009243941230,1749556011451811283,2207.87005,0.00051,0.01576,0.0,4.47322,76.93876,0.00036,0.25736,0.02948,0.0,2126.15461
213880781406208,True,False,1749556044785081577,1749556055079165272,10294.08369,0.14174,0.01414,0.0,4.82777,10199.56494,0.00065,83.06913,4.35611,0.0,2.10923
179250460098561,True,False,1749556018052132038,1749556020906007305,2853.87527,0.16641,0.01198,0.0,2.22888,58.44517,0.00063,0.79337,0.05648,0.0,2792.17235
143816979906560,False,False,1749556006034919921,1749556007737445887,1702.52597,0.00045,0.01899,0.0,5.04359,1642.47172,0.00024,53.22811,0.01816,0.0,1.7447
95318209200129,True,False,1749555996792891732,1749555997768305532,975.4138,0.08417,0.01182,0.0,5.012,918.87488,0.00026,45.96464,2.64414,0.0,2.82188
142193482268673,True,False,1749556005598639951,1749556007387752749,1789.1128,0.3381,0.01239,0.0,3.91826,54.04089,0.00064,0.75628,0.05875,0.0,1729.98749
48004849467393,True,False,1749555992422496686,1749555992742802005,320.30532,0.27362,0.01051,0.0,0.74791,314.3272,0.00054,1.27389,0.11096,0.0,3.56069
47167330844673,True,False,1749555992377721058,1749555992691552436,313.83138,0.19986,0.00783,0.0,2.39209,304.94345,0.00053,1.7126,0.07802,0.0,4.49699
197830488621057,True,False,1749556027767776515,1749556033303986869,5536.21035,0.1627,0.01455,0.0,4.15228,5528.78542,0.00064,0.79671,0.05883,0.0,2.23923
109603270426625,False,False,1749555999075645923,1749556000178146780,1102.50086,0.00031,0.01213,0.0,1.21097,1058.56664,0.00027,40.57851,0.02167,0.0,2.11036
146149147148288,True,False,1749556006605269702,1749556008380581979,1775.31228,0.00014,0.01468,0.0,4.64981,1765.97214,0.00061,1.90635,0.05062,0.0,2.71794
175518133518337,False,False,1749556016389199949,1749556019047131604,2657.93165,0.00042,0.01394,0.0,4.38457,2597.89627,0.00026,52.81334,0.02036,0.0,2.8025
115448720916481,False,False,1749556000087760446,1749556001249116466,1161.35602,0.00051,0.00859,0.0,3.77045,1121.05202,0.00026,33.41251,0.01966,0.0,3.09202
87084756893696,False,False,1749555995656990820,1749555996538158923,881.1681,0.00065,0.01351,0.0,2.56333,834.33405,0.00027,41.58869,0.01852,0.0,2.64908
13078175416321,True,False,1749555991201317720,1749555991411624838,210.30712,0.05071,0.01121,0.0,4.14059,14.97387,0.00053,140.52316,1.65769,0.0,48.94935
212381837819905,False,False,1749556043271088986,1749556053007549945,9736.46096,0.00066,0.01526,0.0,2.40158,9645.67519,0.00027,86.12676,0.01935,0.0,2.22189
37615323578368,True,False,1749555992008417716,1749555992253060096,244.64238,0.00029,0.01097,0.0,5.71751,147.22888,0.00029,88.2681,0.48489,0.0,2.93144
107876693573633,False,False,1749555998757996298,1749555999859524969,1101.52867,0.00032,0.01027,0.0,4.14356,0.08449,0.00024,42.72098,0.02166,0.0,1054.54714
137945759612929,False,False,1749556004544810574,1749556006151939772,1607.1292,0.0004,0.01367,0.0,1.61174,1554.13355,0.00026,47.85289,0.01861,0.0,3.49808
130605660504065,False,False,1749556002970442595,1749556004361524360,1391.08176,0.00041,0.01318,0.0,5.0381,0.04566,0.00025,40.34191,0.01918,0.0,1345.62308
54593329299457,False,False,1749555992752890680,1749555993128013745,375.12306,0.00051,0.01151,0.0,2.97507,41.20504,0.00028,0.01053,0.02364,0.0,330.89648
184103773143041,False,False,1749556019967376425,1749556022977458375,3010.08195,0.00044,0.01111,0.0,0.32273,2942.40353,0.00027,64.73218,0.01818,0.0,2.59349
192732362440704,True,False,1749556024611139506,1749556029257311535,4646.17203,0.02294,0.01554,0.0,3.14714,4559.76937,0.00027,75.52251,4.01489,0.0,3.67938
27861452849153,True,False,1749555991658557727,1749555991878458090,219.90036,0.19288,0.01279,0.0,4.94182,26.23194,0.00053,184.67062,1.02495,0.0,2.82482
148708947656705,True,False,1749556007411518134,1749556009251892123,1840.37399,0.02311,0.01314,0.0,4.67592,1829.91836,0.00063,2.81321,0.28668,0.0,2.64294
113417201385472,True,False,1749555999702252750,1749556000853377928,1151.12518,0.00039,0.01338,0.0,5.17263,1142.94147,0.00083,1.50571,0.07574,0.0,1.41502
5269924872192,False,False,1749555991006510213,1749555991155484377,148.97416,0.00058,0.01435,0.0,5.06414,0.24025,0.00044,57.3623,0.02129,0.0,86.27081
143610821476353,False,False,1749556005979565939,1749556007683648246,1704.08231,0.00046,0.01216,0.0,3.68595,1634.76333,0.00024,62.85831,0.01934,0.0,2.74251
166000485990401,True,False,1749556012917107352,1749556015257979424,2340.87207,1.0103,0.01202,0.0,2.23203,4.96077,0.00024,58.52537,2.31355,0.0,2271.81779
63664300228608,True,False,1749555993301952043,1749555993801736300,499.78426,0.08087,0.01386,0.0,1.5013,446.31162,0.00054,46.50926,0.17932,0.0,5.18749
191817534406656,True,False,1749556023896330080,1749556028323131527,4426.80145,0.28814,0.02121,0.0,4.28326,4325.74115,0.00063,92.98627,0.04113,0.0,3.43966
2160368549888,True,False,1749555990981768767,1749555991091775224,110.00646,1.55968,0.02337,0.0,12.12907,0.50259,0.00086,19.4427,1.44372,0.0,74.90446
23961622544384,True,False,1749555991553340629,1749555991758903162,205.56253,0.35231,0.01201,0.0,4.74233,6.72914,0.0005,162.475,0.96661,0.0,30.28463
101739185307648,True,False,1749555997759613969,1749555998808550842,1048.93687,0.01775,0.01272,0.0,0.80569,1044.81023,0.00026,1.77485,0.50563,0.0,1.00973
149726854905856,False,False,1749556007548887238,1749556009417616075,1868.72884,0.00059,0.0164,0.0,1.65045,1807.13592,0.00025,57.69261,0.01795,0.0,2.21466
