Txn_ID,Start time,End time,Duration (ms),Log manager (ms),Scheduler (ms),Other (ms)
1340875904909312,1748851313682440131,1748851313879157152,196.717,1.98,190.212,4.525
674163836583937,1748851293054628049,1748851293268641611,214.014,0.039,203.129,10.846
726467948314624,1748851294759962572,1748851294966730557,206.768,3.677,199.43,3.661
25078314041344,1748851268606102271,1748851268921814926,315.713,0.235,307.919,7.558
539155834601473,1748851288690080186,1748851288887723296,197.643,0.544,193.066,4.034
347441379409921,1748851282394839145,1748851282622577891,227.739,1.395,217.931,8.413
1322772617756672,1748851313151638897,1748851313347781927,196.143,5.525,189.022,1.596
359819475156993,1748851282822978179,1748851283046344091,223.366,0.665,214.073,8.628
1085505739423744,1748851305959160592,1748851306158036874,198.876,6.12,190.33,2.426
1200421884395521,1748851309474558893,1748851309671193430,196.635,1.726,183.468,11.441
448033808449537,1748851285768645482,1748851285981380087,212.735,0.389,205.526,6.82
1793363594444800,1748851327366984944,1748851327528048203,161.063,2.361,154.661,4.041
1170047875678209,1748851308555626778,1748851308748287746,192.661,2.046,181.608,9.007
1703985325015041,1748851324656296860,1748851324858728229,202.431,2.911,189.603,9.918
1756706048573441,1748851326266509135,1748851326461598267,195.089,5.218,188.286,1.584
1298875419721728,1748851312435001677,1748851312620457664,185.456,2.319,172.565,10.572
1587003300773889,1748851321080340015,1748851321272684182,192.344,4.286,182.731,5.327
548493093502976,1748851288977904636,1748851289178583794,200.679,4.11,191.842,4.727
1559107488186368,1748851320229027108,1748851320425351306,196.324,3.685,186.735,5.904
735259746369537,1748851295042399533,1748851295249968565,207.569,1.588,196.434,9.547
1691280811753473,1748851324278696567,1748851324470153288,191.457,5.751,182.153,3.553
1275167200247809,1748851311739982274,1748851311931704902,191.723,1.067,187.441,3.214
585438402183168,1748851290134470581,1748851290353417243,218.947,0.108,208.622,10.217
411453571989505,1748851284571524234,1748851284782654734,211.13,2.051,201.314,7.766
1556899874996224,1748851320165978813,1748851320361278158,195.299,7.995,188.368,0.0
216311732895744,1748851277695758508,1748851277931360955,235.602,0.057,223.483,12.062
1522999698128897,1748851319130368542,1748851319328002565,197.634,0.028,189.34,8.266
910348383158273,1748851300475151618,1748851300677743868,202.592,0.83,195.493,6.269
590437744115713,1748851290298769892,1748851290518350217,219.58,15.782,211.471,0.0
249859722444800,1748851278914317429,1748851279144949678,230.632,0.082,226.087,4.463
702325937143809,1748851293974268428,1748851294187111936,212.844,1.47,203.949,7.424
829491328843776,1748851297995518887,1748851298191146735,195.628,1.421,187.466,6.742
994684360982529,1748851303122739293,1748851303329581076,206.842,0.273,197.473,9.096
78576426680320,1748851271338493431,1748851271663327595,324.834,1.768,313.899,9.167
568022309797889,1748851289586955875,1748851289786912985,199.957,1.171,186.934,11.852
239212498518017,1748851278530227301,1748851278757719566,227.492,5.275,218.675,3.542
1124830459985921,1748851307171436050,1748851307393486997,222.051,0.037,187.385,34.629
1246502588514305,1748851310882578095,1748851311083266391,200.688,0.032,191.012,9.644
290150810648577,1748851280352797522,1748851280587113217,234.316,5.024,221.552,7.74
1731451640872961,1748851325495814275,1748851325687012363,191.198,5.91,183.962,1.326
538387035455489,1748851288665465442,1748851288866562831,201.097,2.49,189.606,9.002
924023559028736,1748851300906434360,1748851301107442603,201.008,1.058,189.795,10.155
1324945871208448,1748851313218749837,1748851313410226615,191.477,1.95,184.895,4.632
953761912586240,1748851301833864270,1748851302038620941,204.757,4.029,195.451,5.277
783122861916160,1748851296552285512,1748851296750753843,198.468,1.333,186.879,10.256
1359498883104768,1748851314244588786,1748851314433850018,189.261,1.878,180.812,6.571
282862251147265,1748851280095145320,1748851280323492933,228.348,3.739,218.197,6.412
1328974550532096,1748851313339959313,1748851313528840004,188.881,5.805,181.761,1.314
244413703913473,1748851278715010733,1748851278952107780,237.097,2.045,224.178,10.874
589772024184833,1748851290276069112,1748851290500399946,224.331,0.059,211.392,12.879
200918570106880,1748851277118234116,1748851277366115377,247.881,0.436,239.181,8.265
259162621607936,1748851279248352080,1748851279477158910,228.807,0.669,217.62,10.519
1200482013937664,1748851309475729939,1748851309665988223,190.258,1.051,183.885,5.323
249172527677440,1748851278887031569,1748851279120612021,233.58,1.115,223.042,9.423
1195955118407680,1748851309340423295,1748851309531887881,191.465,1.769,185.284,4.412
1135675252408321,1748851307513889066,1748851307704096174,190.207,0.036,186.296,3.875
883539197296640,1748851299649534702,1748851299850401972,200.867,0.121,192.233,8.513
307618442641408,1748851280976873100,1748851281210778449,233.905,8.543,228.008,0.0
1371653640552448,1748851314597239580,1748851314782448096,185.209,0.118,179.109,5.981
1774547342721024,1748851326797454627,1748851326990514471,193.06,0.053,184.21,8.797
1632328090648577,1748851322456020162,1748851322655971712,199.952,0.029,189.954,9.969
667949018906625,1748851292847505131,1748851293058800629,211.295,0.031,203.226,8.038
1725305542672384,1748851325312292859,1748851325504062954,191.77,2.69,177.782,11.298
1568779754536960,1748851320523359938,1748851320724700281,201.34,4.293,191.625,5.422
1447820590579712,1748851316852770763,1748851317040528238,187.757,2.838,180.169,4.751
377527625318401,1748851283440269992,1748851283661187624,220.918,0.04,214.009,6.869
356452220796928,1748851282706130996,1748851282926731205,220.6,0.116,214.975,5.509
1435541279080448,1748851316487602620,1748851316683714251,196.112,1.741,187.773,6.597
1591195188854784,1748851321206339163,1748851321398514815,192.176,0.482,182.774,8.92
969004751519744,1748851302317049770,1748851302518034990,200.985,0.15,194.425,6.411
850081402060800,1748851298620016473,1748851298818301271,198.285,6.489,189.752,2.044
234226041487361,1748851278350012988,1748851278580758527,230.746,0.03,223.3,7.416
1341777848041473,1748851313708917110,1748851313909067892,200.151,1.772,189.661,8.719
580473419988993,1748851289971648729,1748851290177874552,206.226,0.023,197.374,8.829
1027884458180609,1748851304177881930,1748851304374190569,196.309,3.504,189.093,3.712
1750602900045825,1748851326077079228,1748851326276673251,199.594,0.041,191.14,8.413
1687020204195840,1748851324140943887,1748851324335864404,194.921,0.57,184.871,9.48
658628939874304,1748851292540943811,1748851292754191934,213.248,2.425,203.609,7.214
457225038462976,1748851286069705271,1748851286273521226,203.816,2.32,194.562,6.934
1787801611796481,1748851327198743464,1748851327387755250,189.012,0.029,184.252,4.731
1569724647342080,1748851320553065285,1748851320749518293,196.453,0.492,189.74,6.22
972286106533889,1748851302417384265,1748851302626920027,209.536,8.043,198.461,3.032
986876110438400,1748851302885478160,1748851303082636986,197.159,0.644,188.913,7.602
1038682005962753,1748851304506232188,1748851304705414241,199.182,1.214,188.521,9.448
869297085743104,1748851299207135637,1748851299405027401,197.892,0.054,187.223,10.615
1607254071574528,1748851321695085583,1748851321891630303,196.545,0.668,182.742,13.134
1785263286124544,1748851327119332361,1748851327319536131,200.204,0.201,193.235,6.768
300746494967808,1748851280730159119,1748851280961005757,230.847,0.387,218.84,11.62
254798934835201,1748851279085780745,1748851279323169386,237.389,0.573,230.021,6.794
1718613983625217,1748851325110500573,1748851325308985554,198.485,5.25,189.953,3.282
1450212887363585,1748851316919868568,1748851317109948538,190.08,0.933,183.9,5.246
1658935413047296,1748851323286450232,1748851323473742899,187.293,1.548,180.133,5.612
968854427664385,1748851302313470037,1748851302516006262,202.536,3.98,192.767,5.789
1767065509691393,1748851326578339952,1748851326766286219,187.946,8.285,180.96,0.0
689136092577793,1748851293542497123,1748851293752984602,210.487,1.951,198.062,10.474
1470498017902593,1748851317540966206,1748851317741522404,200.556,1.228,188.028,11.3
477492989132800,1748851286715247125,1748851286915266622,200.019,3.854,191.896,4.27
56457345105920,1748851270195645224,1748851270532996816,337.352,8.828,329.449,0.0
689028718395392,1748851293539096133,1748851293746261200,207.165,0.111,199.147,7.907
1266933747941376,1748851311502325923,1748851311685024894,182.699,5.187,172.378,5.134
902308204380160,1748851300226465966,1748851300424285075,197.819,0.124,186.04,11.655
730891764629505,1748851294903155929,1748851295109294390,206.138,7.278,199.222,0.0
76398878261248,1748851271223356591,1748851271543610785,320.254,0.054,316.811,3.39
188583424032768,1748851276622535355,1748851276889834617,267.299,0.053,262.243,5.003
1348289018462208,1748851313910560128,1748851314102675528,192.115,0.515,180.869,10.731
1514693231378433,1748851318885682898,1748851319080639553,194.957,3.016,186.043,5.898
151517856268288,1748851274955747774,1748851275268767331,313.02,2.641,302.913,7.465
1035370586177537,1748851304404084659,1748851304600835453,196.751,0.309,189.146,7.296
209938001428480,1748851277462661218,1748851277699786799,237.126,12.352,230.577,0.0
817199132442625,1748851297611380088,1748851297811579431,200.199,0.88,191.15,8.169
1099155145490432,1748851306382333394,1748851306577831830,195.498,0.197,186.129,9.172
1702512151232513,1748851324609207799,1748851324805888071,196.68,5.296,188.017,3.367
1227617617313793,1748851310311283495,1748851310498899866,187.616,0.032,183.253,4.332
1298239764561921,1748851312415745437,1748851312604441694,188.696,1.821,178.563,8.313
908561676763137,1748851300420536527,1748851300626473391,205.937,6.012,195.226,4.698
705749026078720,1748851294089512948,1748851294290328551,200.816,0.028,190.611,10.176
240561118248961,1748851278575930724,1748851278813426306,237.496,2.587,225.172,9.736
169195941658624,1748851275809358382,1748851276088142445,278.784,2.875,267.601,8.308
63200443760641,1748851270548215649,1748851270872334317,324.119,7.852,317.099,0.0
1551853288423425,1748851320017083310,1748851320204402657,187.319,0.093,181.035,6.191
1445217840398337,1748851316775407083,1748851316964228344,188.821,4.522,177.717,6.582
387393165197313,1748851283777731510,1748851283995887897,218.156,0.04,210.34,7.776
437914865500161,1748851285444842664,1748851285650555460,205.713,6.138,195.386,4.189
299651278307328,1748851280692070201,1748851280918845478,226.775,0.552,222.314,3.909
1006650139869184,1748851303501798640,1748851303703466263,201.668,0.138,193.536,7.993
881808325476352,1748851299595546742,1748851299796087752,200.541,3.897,192.329,4.315
1545531096563713,1748851319823290338,1748851320019192638,195.902,0.308,185.75,9.845
358651244052481,1748851282783868795,1748851283006747218,222.878,0.298,214.838,7.742
436291367862273,1748851285386915149,1748851285601348956,214.434,3.101,206.198,5.134
956837109170177,1748851301931324940,1748851302131704769,200.38,0.885,190.791,8.704
888100452564993,1748851299792230241,1748851299992501067,200.271,2.419,188.613,9.239
1667692851363840,1748851323546565993,1748851323744544789,197.979,0.067,188.616,9.295
484644109680641,1748851286940212223,1748851287143170717,202.958,0.513,196.279,6.166
520837799084032,1748851288109604304,1748851288312501132,202.897,0.077,196.03,6.79
1633217148878848,1748851322484608674,1748851322682418125,197.809,2.429,188.544,6.836
298856709357568,1748851280664985597,1748851280896691690,231.706,1.248,220.244,10.214
935323617984512,1748851301261187199,1748851301456708438,195.521,0.061,190.055,5.405
1573753326665729,1748851320676463037,1748851320875954587,199.492,6.359,187.232,5.9
332877145309185,1748851281877907053,1748851282106698685,228.792,2.756,218.465,7.57
1414332730572800,1748851315853871227,1748851316043843426,189.972,0.089,182.819,7.065
1690348803850240,1748851324244331752,1748851324438060785,193.729,1.588,184.94,7.201
987967032131585,1748851302920293767,1748851303114193699,193.9,0.032,184.685,9.184
1259533519290369,1748851311284539327,1748851311473709469,189.17,0.047,184.272,4.851
1366207622021121,1748851314441746881,1748851314623969252,182.222,0.053,173.662,8.508
484240382754817,1748851286927115643,1748851287134729387,207.614,0.037,199.96,7.616
381363031113729,1748851283573931776,1748851283789602833,215.671,0.545,204.04,11.085
1531855920693249,1748851319401173648,1748851319603244133,202.07,0.027,194.646,7.397
1430103850483713,1748851316322916588,1748851316515721847,192.805,0.033,187.23,5.543
303044302471169,1748851280816401425,1748851281043120518,226.719,0.251,221.578,4.89
984909015416832,1748851302820834937,1748851303022884815,202.05,4.053,193.02,4.977
132589935394816,1748851274007933607,1748851274330087166,322.154,1.208,312.751,8.194
1782540276858880,1748851327039549264,1748851327234458560,194.909,0.079,184.323,10.507
1438543461220353,1748851316578000194,1748851316768928698,190.929,0.077,182.689,8.163
452496279470080,1748851285912048171,1748851286121785811,209.738,1.165,202.299,6.274
362941916381185,1748851282930292203,1748851283157586550,227.294,0.128,219.056,8.11
1317713146281985,1748851312999407787,1748851313190945779,191.538,0.045,186.482,5.011
306471686373377,1748851280935178631,1748851281167005168,231.827,3.038,221.21,7.579
1373590670802945,1748851314651199127,1748851314843953080,192.754,0.031,184.312,8.41
359462992871425,1748851282811054388,1748851283034615335,223.561,7.173,214.485,1.903
184803852812289,1748851276467907991,1748851276734926939,267.019,2.273,255.084,9.662
1401499368292353,1748851315484221979,1748851315670094905,185.873,2.768,172.314,10.791
1123859797377024,1748851307141949632,1748851307369954645,228.005,2.312,182.435,43.258
596863015190529,1748851290517696486,1748851290725826475,208.13,0.047,200.051,8.032
796613354192897,1748851296968298257,1748851297166026156,197.728,0.072,189.314,8.342
297271866425345,1748851280610735537,1748851280837332161,226.597,0.566,218.471,7.56
578493440065537,1748851289910001379,1748851290118466974,208.466,6.242,200.804,1.419
1205567255216128,1748851309629893638,1748851309830361101,200.467,4.684,194.722,1.062
804546158788608,1748851297213663610,1748851297415801712,202.138,0.04,191.044,11.054
1148006103515136,1748851307885721641,1748851308082971998,197.25,1.135,185.102,11.013
854728556675072,1748851298762935899,1748851298956188152,193.252,1.416,187.073,4.763
617594822328320,1748851291185287012,1748851291396645258,211.358,0.545,198.948,11.865
1214831499673600,1748851309916006342,1748851310112679531,196.673,1.967,190.626,4.08
898644597276672,1748851300116738335,1748851300311859618,195.121,4.057,182.859,8.205
57608396341248,1748851270263011550,1748851270590775614,327.764,0.032,322.027,5.705
1498535564410880,1748851318393851628,1748851318588960898,195.109,0.043,186.467,8.599
290971149402113,1748851280381460473,1748851280617123603,235.663,1.719,226.763,7.18
543854528823297,1748851288833195337,1748851289034241651,201.046,3.245,192.048,5.754
1405326184153089,1748851315595635126,1748851315774116182,178.481,2.72,173.414,2.347
776770605285377,1748851296352724592,1748851296554446377,201.722,1.183,194.758,5.781
232409270321153,1748851278288281622,1748851278518896647,230.615,0.858,220.305,9.452
1333905172987905,1748851313485855497,1748851313665993667,180.138,0.078,174.836,5.224
550108001206272,1748851289028744659,1748851289224248586,195.504,5.019,188.251,2.234
287870183014400,1748851280271816929,1748851280499854623,228.038,7.379,221.643,0.0
869730877440000,1748851299219799439,1748851299421400077,201.601,4.432,189.911,7.258
1568144099377152,1748851320503723058,1748851320703653619,199.931,0.302,189.209,10.42
999258501152769,1748851303266341053,1748851303467016044,200.675,0.997,190.7,8.978
1496250641809408,1748851318321951938,1748851318517314591,195.363,0.066,184.184,11.113
1223271110410240,1748851310173088148,1748851310372568538,199.48,0.086,191.938,7.457
517032458059776,1748851287985783412,1748851288192950253,207.167,0.057,197.807,9.303
1422948434968577,1748851316109163823,1748851316300613691,191.45,0.99,181.332,9.128
1143101250863104,1748851307737091092,1748851307932183190,195.092,4.288,187.838,2.966
816529117544448,1748851297590044266,1748851297789050561,199.006,3.721,188.388,6.897
672398605025280,1748851292996568167,1748851293209788028,213.22,0.996,202.177,10.047
240835996155905,1748851278587004909,1748851278820626097,233.621,0.059,230.88,2.683
283871568461824,1748851280130412881,1748851280358764351,228.351,11.863,222.09,0.0
471909531648000,1748851286537141550,1748851286741194466,204.053,6.402,198.2,0.0
926969906593793,1748851300996943903,1748851301196900943,199.957,0.607,192.749,6.601
1731447345905664,1748851325495671969,1748851325686423634,190.752,0.159,183.021,7.572
31782757990400,1748851268932037380,1748851269256078263,324.041,0.053,314.929,9.059
1144445575626753,1748851307778791263,1748851307976305032,197.514,6.665,187.347,3.502
287423506415617,1748851280254751640,1748851280481604201,226.853,0.023,222.328,4.501
947306576740352,1748851301631633937,1748851301832862951,201.229,3.607,192.443,5.179
832274467651584,1748851298081566750,1748851298273435560,191.869,0.044,181.716,10.109
704993111834624,1748851294063545159,1748851294265156767,201.612,0.135,194.565,6.912
710529324679168,1748851294239938658,1748851294444471821,204.533,0.073,197.65,6.81
1358781623566337,1748851314223637061,1748851314413576059,189.939,2.819,184.743,2.377
941976522326016,1748851301466264267,1748851301665235627,198.971,0.225,189.531,9.215
1096346236878849,1748851306295434422,1748851306498265307,202.831,4.479,189.233,9.119
546697797173248,1748851288921632010,1748851289119893615,198.262,0.037,187.866,10.359
1324108352585728,1748851313192006409,1748851313386915105,194.909,0.029,184.727,10.152
822851309404161,1748851297786209367,1748851297989172539,202.963,3.298,194.287,5.379
1098880267583488,1748851306372442819,1748851306571002420,198.56,0.023,188.01,10.527
1555426701213696,1748851320120291780,1748851320315203310,194.912,2.495,184.834,7.582
804726547415040,1748851297218773189,1748851297422552075,203.779,1.45,194.356,7.973
473137892294657,1748851286576669454,1748851286777092144,200.423,0.902,195.497,4.024
643862842310656,1748851292056180626,1748851292268911233,212.731,1.468,205.637,5.626
383832637308929,1748851283656064359,1748851283875844828,219.78,1.912,207.74,10.128
706659559145473,1748851294118981332,1748851294321251411,202.27,0.072,195.232,6.965
675984902717440,1748851293113090433,1748851293326019510,212.929,2.89,200.031,10.009
1695227886698497,1748851324389892710,1748851324584292435,194.4,0.029,186.332,8.038
1181880510578689,1748851308905925922,1748851309101095824,195.17,2.981,186.807,5.382
1321935099133952,1748851313126682316,1748851313321614264,194.932,4.843,188.328,1.761
883281499258880,1748851299639501571,1748851299842710432,203.209,1.922,189.867,11.421
1639092664139777,1748851322666551093,1748851322870282779,203.732,3.715,195.565,4.452
1142366811455489,1748851307714109608,1748851307912634054,198.524,4.97,188.319,5.235
1610355037962241,1748851321789042201,1748851321989017515,199.975,5.029,189.723,5.224
632558488387585,1748851291674570928,1748851291893440486,218.87,1.448,210.233,7.188
993735173210113,1748851303093643364,1748851303296857955,203.215,0.508,195.15,7.557
633958647726080,1748851291723678577,1748851291941265721,217.587,1.272,206.924,9.391
1315432518647809,1748851312927528926,1748851313127432286,199.903,1.915,189.992,7.996
837647471738880,1748851298240909437,1748851298435084213,194.175,6.81,185.644,1.721
363607636312064,1748851282951910523,1748851283179296660,227.386,0.161,222.3,4.924
1319680241303553,1748851313058119686,1748851313254481845,196.362,2.138,185.212,9.012
958099829555201,1748851301970313568,1748851302174526133,204.213,3.191,191.26,9.761
1172843899387904,1748851308637118214,1748851308828344675,191.226,2.54,184.331,4.355
764976625090560,1748851295974123902,1748851296175916087,201.792,0.463,191.287,10.042
813183338020865,1748851297484231875,1748851297684783685,200.552,0.854,190.057,9.642
1473762193047553,1748851317639682599,1748851317839346061,199.663,4.292,187.79,7.582
480409271926784,1748851286806463507,1748851287008365649,201.902,0.714,195.495,5.693
1374496908902401,1748851314676961834,1748851314875496899,198.535,0.232,184.484,13.819
1133832711438336,1748851307458910607,1748851307650112462,191.202,6.838,182.148,2.216
1720967625703425,1748851325180368409,1748851325368570223,188.202,0.119,181.992,6.091
1147920204169216,1748851307882756295,1748851308078960629,196.204,4.011,187.344,4.849
1145639576535040,1748851307814591027,1748851308008785479,194.194,0.078,185.168,8.948
824831289327616,1748851297851336894,1748851298050140911,198.804,0.227,193.287,5.29
1439715987292160,1748851316614126708,1748851316802992742,188.866,5.735,181.526,1.606
151891518423040,1748851274971261527,1748851275284111247,312.85,8.674,304.197,0.0
1512592992370689,1748851318825503770,1748851319013798898,188.295,0.035,184.795,3.465
673218943778817,1748851293023513922,1748851293235174331,211.66,1.355,206.882,3.423
544670572609537,1748851288860512166,1748851289061563849,201.052,1.568,189.612,9.871
791798695854081,1748851296820013875,1748851297021187977,201.174,0.029,193.377,7.768
1583386938310656,1748851320971381379,1748851321169899874,198.518,3.4,188.763,6.356
404551559544833,1748851284343851661,1748851284552764712,208.913,0.039,203.641,5.233
1409140115111937,1748851315703590898,1748851315895048411,191.458,0.244,178.617,12.597
909077072838656,1748851300435847120,1748851300640074523,204.227,0.461,191.932,11.834
1747201285947393,1748851325978213596,1748851326171545908,193.332,0.635,179.055,13.643
735070767808512,1748851295035822906,1748851295240798004,204.975,1.003,194.869,9.103
421353471606785,1748851284896319665,1748851285104940750,208.621,0.024,200.995,7.602
1379354516914177,1748851314824482180,1748851315020474528,195.992,2.545,186.346,7.101
941160478539776,1748851301442060331,1748851301642118791,200.058,1.665,191.054,7.339
1182589180182529,1748851308926044190,1748851309125526594,199.482,6.378,190.839,2.265
1165559634853888,1748851308420004404,1748851308612624908,192.621,0.076,181.319,11.225
575177725313025,1748851289806261256,1748851290008565308,202.304,0.036,197.07,5.199
1584898766798849,1748851321015559916,1748851321209895572,194.336,0.361,186.029,7.946
388574281203713,1748851283818388733,1748851284029652492,211.264,2.211,201.196,7.857
1148624578805761,1748851307904065227,1748851308097975107,193.91,0.324,185.771,7.815
869035092738048,1748851299199352096,1748851299397335922,197.984,1.078,188.361,8.544
1615075207020544,1748851321932594469,1748851322129871014,197.277,3.448,186.865,6.964
600492262555648,1748851290635267410,1748851290841711982,206.445,4.396,198.852,3.196
1067140459266048,1748851305390334870,1748851305592832493,202.498,6.163,194.729,1.606
523659592597505,1748851288198427238,1748851288407943935,209.517,0.881,198.554,10.082
1245377307082753,1748851310849928832,1748851311045509763,195.581,0.035,189.246,6.3
1304226948972545,1748851312589750938,1748851312788402481,198.652,7.645,189.32,1.686
485941189804032,1748851286980569646,1748851287186697697,206.128,0.051,201.234,4.842
86985972645888,1748851271756904073,1748851272077254606,320.351,0.682,314.535,5.134
261889925840897,1748851279347347494,1748851279577301416,229.954,2.402,220.509,7.043
506432478773248,1748851287640981310,1748851287851221538,210.24,0.236,202.6,7.405
494118807535617,1748851287245171011,1748851287451180070,206.009,2.266,197.749,5.994
1330636702875649,1748851313390882802,1748851313575733300,184.85,0.712,177.287,6.851
1380664481939457,1748851314864533452,1748851315061115080,196.582,6.445,188.499,1.638
781606738460673,1748851296502822510,1748851296702448723,199.626,0.33,195.879,3.418
942079601541121,1748851301469641863,1748851301666353644,196.712,0.019,190.894,5.798
721301102657537,1748851294587497546,1748851294800302773,212.805,5.51,203.069,4.226
541380627660801,1748851288757943099,1748851288956336019,198.393,0.466,186.038,11.889
1147744110510081,1748851307877695697,1748851308073117020,195.421,0.026,189.296,6.099
308357177016321,1748851281003549472,1748851281233950048,230.401,0.033,225.585,4.783
1500558494007296,1748851318455816300,1748851318655225216,199.409,2.689,187.624,9.096
669009875828736,1748851292882523066,1748851293095257871,212.735,8.755,203.946,0.034
1456380460400640,1748851317107293702,1748851317306113970,198.82,0.247,190.532,8.041
172159469092865,1748851275937828504,1748851276217184474,279.356,5.094,269.077,5.185
1771918822735873,1748851326717886241,1748851326905565820,187.68,0.038,182.802,4.839
304032144949248,1748851280848779772,1748851281079433611,230.654,2.713,221.536,6.405
1149208694358017,1748851307923368955,1748851308116081680,192.713,2.048,183.394,7.27
786133633990656,1748851296647273215,1748851296843242100,195.969,0.09,186.8,9.08
1253756788277248,1748851311104047246,1748851311303048933,199.002,0.145,189.726,9.131
400711858782209,1748851284220635279,1748851284429681928,209.047,0.194,201.999,6.853
318918501597184,1748851281382877321,1748851281611667740,228.79,0.101,222.928,5.762
333650239422465,1748851281904429478,1748851282130604294,226.175,0.349,220.994,4.832
988100176117760,1748851302924399943,1748851303119728893,195.329,4.812,187.842,2.675
1447575777443840,1748851316845096806,1748851317035782117,190.685,7.46,182.975,0.25
1029293207453697,1748851304220628654,1748851304419705561,199.077,2.49,188.764,7.823
474452152287232,1748851286618196371,1748851286822606855,204.41,6.211,196.973,1.226
1696967348453377,1748851324442265795,1748851324636662264,194.396,3.22,182.834,8.343
560922728857600,1748851289363133220,1748851289564804630,201.671,3.01,192.025,6.636
349391294562305,1748851282465489442,1748851282686767957,221.279,0.865,213.545,6.868
1204321714700289,1748851309592987157,1748851309778631567,185.644,0.405,180.993,4.247
1476781555056641,1748851317733321103,1748851317930160904,196.84,3.639,183.731,9.47
602205954506753,1748851290689111321,1748851290897085388,207.974,1.176,199.437,7.361
1519645328670720,1748851319037466954,1748851319225721676,188.255,0.745,180.011,7.499
811151818489857,1748851297422879235,1748851297626905362,204.026,0.799,190.253,12.974
377196912836609,1748851283428538821,1748851283648029199,219.49,0.04,212.062,7.388
619222614933505,1748851291235600854,1748851291451307276,215.706,0.045,207.558,8.103
732772960305152,1748851294962335442,1748851295166320572,203.985,0.108,192.48,11.396
1713064885878785,1748851324936492988,1748851325140944198,204.451,3.083,193.801,7.568
624995050979329,1748851291428878334,1748851291637751590,208.873,0.561,202.021,6.291
1520259508994049,1748851319055069877,1748851319240438211,185.368,0.034,179.248,6.086
338125595344897,1748851282061326870,1748851282296779768,235.453,0.981,225.228,9.244
1202693922095105,1748851309542043099,1748851309730981559,188.938,2.058,180.844,6.036
1418232560877569,1748851315970748235,1748851316164370889,193.623,1.593,182.319,9.711
260652975259649,1748851279301004236,1748851279530605089,229.601,0.308,223.043,6.25
321791834718208,1748851281488534652,1748851281717075526,228.541,0.32,215.982,12.239
1337594549895168,1748851313594038784,1748851313780340281,186.301,2.008,178.662,5.632
1631280118628352,1748851322421275438,1748851322624362150,203.087,2.161,193.251,7.674
1388739020455936,1748851315107281087,1748851315297964374,190.683,2.961,182.029,5.694
399874340159489,1748851284193364476,1748851284401429223,208.065,0.733,203.81,3.521
720867310960641,1748851294572803394,1748851294787872436,215.069,1.889,201.72,11.46
1107375712894976,1748851306631876656,1748851306826572394,194.696,0.782,187.421,6.493
962085559205888,1748851302095950309,1748851302305378511,209.428,1.628,197.416,10.384
1461968212852736,1748851317280826050,1748851317473243274,192.417,0.082,187.764,4.572
1661082896695296,1748851323349230086,1748851323540060027,190.83,2.757,181.777,6.296
574907142373376,1748851289798595766,1748851290002648562,204.053,0.072,192.303,11.677
1281802924720128,1748851311939705879,1748851312123476690,183.771,0.848,177.472,5.451
608102944604160,1748851290879607078,1748851291082994092,203.387,0.049,193.914,9.424
1702615230447616,1748851324611801992,1748851324808732702,196.931,1.208,187.032,8.691
762434004451328,1748851295892554870,1748851296098669626,206.115,1.107,197.216,7.792
1009446163578880,1748851303589804879,1748851303796154994,206.35,6.19,197.316,2.844
503039454609408,1748851287532100691,1748851287746803300,214.703,3.987,201.928,8.787
1719069250158592,1748851325124502373,1748851325318393067,193.891,6.758,187.288,0.0
1349727832506368,1748851313956956225,1748851314143974279,187.018,2.602,175.952,8.464
1757844214906880,1748851326303659321,1748851326493348181,189.689,0.324,184.469,4.896
1738306408677376,1748851325700808629,1748851325900090418,199.282,3.14,188.042,8.1
608304808067072,1748851290884892716,1748851291092822480,207.93,4.397,197.153,6.38
596699806433280,1748851290512546141,1748851290717103550,204.557,0.386,197.769,6.402
515597938982912,1748851287943230931,1748851288145927015,202.696,0.175,197.343,5.178
1057665761411073,1748851305093500470,1748851305289462341,195.962,1.128,188.754,6.079
1531014107103233,1748851319376773816,1748851319572787684,196.014,0.043,191.507,4.464
206716775956480,1748851277342225567,1748851277583775577,241.55,0.029,233.296,8.225
1291307687346176,1748851312213783514,1748851312403275076,189.492,0.286,181.881,7.324
1334184345862144,1748851313493370156,1748851313676655511,183.285,1.683,171.322,10.28
1113577645670400,1748851306820747059,1748851307024879884,204.133,5.895,195.052,3.186
774550107193344,1748851296278615577,1748851296482836398,204.221,0.057,195.516,8.648
1419121619107841,1748851315994592520,1748851316189792609,195.2,0.701,183.827,10.672
311861870329857,1748851281128027330,1748851281362060137,234.033,0.22,227.237,6.576
520507086602240,1748851288100427842,1748851288302592123,202.164,0.057,193.959,8.149
1349981235576832,1748851313963533163,1748851314151247317,187.714,1.637,176.933,9.144
939721664495617,1748851301396599901,1748851301596350526,199.751,0.223,189.279,10.249
6777458393088,1748851267398769206,1748851268034826564,636.057,0.105,0.0,635.953
1307293555621888,1748851312677676847,1748851312877423915,199.747,4.136,189.082,6.529
350439266582528,1748851282501936054,1748851282717970560,216.035,1.11,210.443,4.481
521688202608640,1748851288136896375,1748851288340465960,203.57,2.696,193.073,7.8
556125250387968,1748851289211934607,1748851289411295093,199.36,0.084,189.272,10.004
589776319152128,1748851290276108335,1748851290497768222,221.66,0.102,216.673,4.884
1702091244437504,1748851324595000876,1748851324791127094,196.126,0.166,190.581,5.379
