Txn_ID,Start time,End time,Duration (ms),Log manager (ms),Scheduler (ms),Other (ms)
243597660127233,1748851278685780183,1748851278920097090,234.317,5.839,226.329,2.149
702420426424320,1748851293977622509,1748851294187378153,209.756,0.051,202.806,6.899
1394842168983552,1748851315288080081,1748851315479073948,190.994,2.083,181.139,7.772
1091260995600385,1748851306134842182,1748851306337170609,202.328,0.654,195.841,5.833
1352180258832385,1748851314030511455,1748851314219750446,189.239,0.645,181.109,7.484
1525821491642369,1748851319219612501,1748851319417186032,197.574,1.064,190.006,6.504
905074163318784,1748851300310677411,1748851300515145372,204.468,0.028,193.136,11.303
1297230447247360,1748851312386657042,1748851312574276208,187.619,2.023,179.401,6.195
572690939248640,1748851289730655267,1748851289928390770,197.736,0.066,186.945,10.724
315976448999424,1748851281277580161,1748851281506774575,229.194,0.099,221.275,7.82
238211771138048,1748851278492929158,1748851278721929650,229.0,0.094,223.132,5.775
597855152635904,1748851290550727302,1748851290751487622,200.76,0.092,190.059,10.61
1366366535811072,1748851314445938817,1748851314630444931,184.506,0.257,175.889,8.36
1007165535944704,1748851303518019603,1748851303722086335,204.067,0.236,195.799,8.031
915957610446848,1748851300654727127,1748851300856986306,202.259,3.542,193.193,5.524
570427491483649,1748851289662014061,1748851289858939912,196.926,1.599,186.39,8.937
357212430008321,1748851282731594504,1748851282952105397,220.511,0.097,216.431,3.983
1772975384690689,1748851326748306353,1748851326938925850,190.619,0.045,180.538,10.036
124893354000385,1748851273636547144,1748851273943836414,307.289,2.529,298.41,6.35
232301896138752,1748851278283756043,1748851278511939368,228.183,0.14,219.918,8.125
1423060104118273,1748851316112885781,1748851316299353999,186.468,0.034,181.485,4.95
1201637360140288,1748851309511242518,1748851309699910262,188.668,0.063,181.694,6.911
825582908604416,1748851297874111482,1748851298073649119,199.538,1.602,194.084,3.852
1493231279800320,1748851318230559297,1748851318427535493,196.976,0.924,186.195,9.858
1205434111229953,1748851309626059991,1748851309823243142,197.183,1.001,188.967,7.215
978651248066561,1748851302622207810,1748851302829088065,206.88,3.878,199.147,3.855
273430502965248,1748851279757079194,1748851279994294201,237.215,1.459,227.388,8.369
1511145588391936,1748851318779692495,1748851318977006290,197.314,3.86,186.784,6.67
1449920829587456,1748851316910542087,1748851317105982474,195.44,0.266,186.38,8.794
507235637657600,1748851287669671562,1748851287881994368,212.323,6.634,203.56,2.129
1221995505123329,1748851310134404890,1748851310334538620,200.134,0.032,192.04,8.062
1088830044110848,1748851306062091514,1748851306259394629,197.303,1.776,189.886,5.641
839146415325185,1748851298287763980,1748851298477965047,190.201,0.04,185.781,4.38
167503724545,1748851267337059150,1748851267402870483,65.811,0.721,21.239,43.852
1468105721118720,1748851317466302145,1748851317659872432,193.57,0.287,186.697,6.586
876693019426816,1748851299435040643,1748851299636235865,201.195,0.907,188.711,11.577
1788969842900992,1748851327235361967,1748851327431379161,196.017,1.918,185.247,8.852
548716431802369,1748851288984290227,1748851289181328678,197.038,0.039,193.172,3.827
880850547769344,1748851299565502673,1748851299769057409,203.555,6.393,194.257,2.905
916979812663296,1748851300685362160,1748851300887238504,201.876,2.04,194.426,5.411
1191247834251264,1748851309191757160,1748851309395192494,203.435,1.458,195.666,6.311
311436668567553,1748851281113479792,1748851281343180000,229.7,0.316,224.781,4.602
601170867388417,1748851290657508472,1748851290862283937,204.775,6.387,194.922,3.466
682062281441280,1748851293314473325,1748851293522555464,208.082,0.817,200.457,6.809
214340342906880,1748851277627017315,1748851277863850069,236.833,4.617,229.244,2.972
1610050095284225,1748851321779499115,1748851321979676246,200.177,5.837,191.308,3.031
1612704385073152,1748851321861536340,1748851322057607586,196.071,0.096,184.498,11.477
732347758542849,1748851294950599281,1748851295156817100,206.218,4.327,199.949,1.942
259733852258305,1748851279271096572,1748851279498198278,227.102,1.546,219.271,6.285
525493543632896,1748851288259783684,1748851288463036587,203.253,5.993,194.935,2.325
959134916673537,1748851302001618591,1748851302205969614,204.351,1.712,198.796,3.843
578519209869312,1748851289910963956,1748851290120833532,209.87,3.32,197.332,9.217
468202974871553,1748851286418306847,1748851286626928513,208.622,3.943,197.002,7.676
96894462197760,1748851272246469504,1748851272560041793,313.572,9.264,305.941,0.0
1375763924254721,1748851314711568952,1748851314915972914,204.404,5.824,194.437,4.142
1267118431535105,1748851311507817395,1748851311689293423,181.476,0.069,170.634,10.773
217651762692096,1748851277745460517,1748851277978307410,232.847,6.062,227.341,0.0
841989683675137,1748851298372568943,1748851298567427515,194.859,3.465,187.039,4.355
802132387168257,1748851297136698083,1748851297342070573,205.372,3.688,195.095,6.59
1018353925750785,1748851303871486721,1748851304082149728,210.663,4.163,201.619,4.881
1281519456878592,1748851311929080181,1748851312114371692,185.292,0.083,174.479,10.73
1388558631829504,1748851315102465757,1748851315291605863,189.14,0.125,183.142,5.873
1657780066844672,1748851323250616374,1748851323439126384,188.51,0.037,177.025,11.448
1594974760075264,1748851321313853070,1748851321515890845,202.038,2.455,193.697,5.886
741672132542465,1748851295246466607,1748851295449385306,202.919,1.768,192.856,8.295
1548520393801728,1748851319916414822,1748851320108003208,191.588,2.196,183.965,5.428
462782726144001,1748851286241091403,1748851286450188086,209.097,3.064,200.121,5.912
137297219551232,1748851274245844714,1748851274561194502,315.35,3.912,307.853,3.586
610533896093696,1748851290954084600,1748851291162227643,208.143,0.154,202.655,5.334
307906205450240,1748851280987258399,1748851281219184101,231.926,0.082,220.916,10.928
1486784533889025,1748851318028962566,1748851318231396761,202.434,4.967,194.523,2.943
262005889957889,1748851279352869474,1748851279583244882,230.375,2.738,218.88,8.757
255279971172353,1748851279101811663,1748851279341174240,239.363,7.959,229.695,1.708
720506533707776,1748851294562680706,1748851294773359713,210.679,3.956,202.026,4.697
1083293831266304,1748851305892175798,1748851306086386721,194.211,0.022,182.88,11.308
806307095379969,1748851297269090928,1748851297468801398,199.71,0.06,194.826,4.825
589574455689216,1748851290268611018,1748851290491996637,223.386,3.289,213.2,6.896
1110674247778305,1748851306733730778,1748851306933564297,199.834,6.33,192.08,1.423
1428106690691072,1748851316264125090,1748851316458134216,194.009,7.774,186.346,0.0
247944167030784,1748851278846962064,1748851279073143001,226.181,6.301,216.804,3.076
205222127337472,1748851277284321796,1748851277529195011,244.873,1.431,234.468,8.973
987735103897600,1748851302913399466,1748851303109208623,195.809,1.445,185.914,8.451
376806070812673,1748851283414444969,1748851283637059319,222.614,3.841,212.21,6.564
393187076079617,1748851283975593499,1748851284187030011,211.437,1.91,199.195,10.331
704795543339008,1748851294056821085,1748851294262664535,205.843,2.044,196.0,7.799
1306941368303616,1748851312665169567,1748851312865212527,200.043,0.053,188.884,11.106
644335288713216,1748851292071109777,1748851292284893681,213.784,3.775,205.147,4.862
1417296258007041,1748851315945110502,1748851316133162075,188.052,0.687,179.853,7.511
143031000891393,1748851274521743340,1748851274856029179,334.286,5.632,322.705,5.948
532979671629825,1748851288494995371,1748851288701829280,206.834,2.422,195.107,9.305
841817884983297,1748851298367551656,1748851298561501572,193.95,0.935,188.302,4.713
1713700541038592,1748851324953162999,1748851325156407977,203.245,2.288,192.736,8.221
1167638399025153,1748851308484057715,1748851308677424913,193.367,0.375,180.81,12.182
90069759164416,1748851271913944492,1748851272229259986,315.315,0.111,308.746,6.458
444271417098240,1748851285648196506,1748851285855540257,207.344,4.912,199.139,3.292
1733053663674368,1748851325543443564,1748851325735302035,191.858,0.129,181.886,9.843
350907418017792,1748851282518279155,1748851282737435529,219.156,4.156,207.629,7.371
620438090678273,1748851291278615678,1748851291494325347,215.71,0.04,208.515,7.155
1267818511204352,1748851311528540463,1748851311712940269,184.4,4.943,175.33,4.127
288776421113856,1748851280303816279,1748851280529237057,225.421,8.162,215.691,1.568
1054874032668672,1748851305006407205,1748851305208264704,201.857,3.85,193.799,4.209
1765884393684992,1748851326542488060,1748851326728206769,185.719,1.335,175.562,8.822
833575842742273,1748851298119310053,1748851298310908318,191.598,0.132,183.243,8.224
1180570545553409,1748851308867366826,1748851309054501457,187.135,0.04,184.234,2.861
94304596918272,1748851272120462361,1748851272430512985,310.051,8.982,301.766,0.0
942182680756224,1748851301473167856,1748851301669060197,195.892,0.04,185.016,10.837
586563683614721,1748851290170443409,1748851290389191410,218.748,0.035,214.307,4.406
710185727295489,1748851294226577444,1748851294436483578,209.906,4.678,201.927,3.301
1586844386983936,1748851321075002831,1748851321265756148,190.753,0.026,181.424,9.304
421173082980352,1748851284889721497,1748851285101429916,211.708,6.328,201.281,4.099
273718265774081,1748851279767776154,1748851280004119404,236.343,3.56,225.871,6.912
444580654743552,1748851285657660795,1748851285865584668,207.924,5.042,201.077,1.804
1065963638226945,1748851305352901516,1748851305556644604,203.743,1.179,192.811,9.753
1603019233820672,1748851321565728797,1748851321764091570,198.363,0.749,186.822,10.792
210792699920385,1748851277493270944,1748851277729617400,236.346,0.029,230.095,6.222
1040163769679873,1748851304551694231,1748851304753793711,202.099,0.677,189.358,12.064
1225955464970240,1748851310255937299,1748851310452866947,196.93,4.976,188.524,3.429
184722248433664,1748851276465855579,1748851276729115369,263.26,0.04,256.28,6.94
501252748214273,1748851287473676649,1748851287685561698,211.885,7.021,204.416,0.449
21629455302656,1748851268424597439,1748851268742665511,318.068,6.558,306.811,4.699
1243624960425985,1748851310797035005,1748851310994886284,197.851,3.133,188.765,5.954
380070245957632,1748851283534246417,1748851283750694515,216.448,5.694,209.305,1.449
666952586493952,1748851292815519056,1748851293028036515,212.517,0.073,201.668,10.777
488664199069696,1748851287068498651,1748851287273957803,205.459,0.306,197.935,7.218
265325899677696,1748851279466848000,1748851279701760439,234.912,2.435,224.999,7.479
658680479481856,1748851292542253416,1748851292755443290,213.19,1.852,204.851,6.486
794513115185153,1748851296902178879,1748851297097853124,195.674,0.02,187.302,8.352
885124040228865,1748851299698338504,1748851299898949034,200.611,1.675,192.221,6.714
1262123384569856,1748851311362248643,1748851311547755967,185.507,0.221,176.314,8.971
934709437661185,1748851301242866476,1748851301442547801,199.681,3.897,191.384,4.399
1224027024654336,1748851310197748787,1748851310396146907,198.398,1.828,186.853,9.717
18854906429440,1748851268308103035,1748851268609204623,301.102,0.032,292.641,8.429
84383222464513,1748851271627515577,1748851271954813080,327.298,4.252,318.71,4.335
628216276451328,1748851291534182045,1748851291745409456,211.227,0.157,205.981,5.09
1634806286778368,1748851322532629184,1748851322732695628,200.066,0.574,192.966,6.526
1620697319211009,1748851322106304298,1748851322302277780,195.973,5.949,188.613,1.412
541960448245760,1748851288775499525,1748851288976880504,201.381,3.322,191.268,6.792
164016211099648,1748851275564723703,1748851275863698691,298.975,5.355,290.199,3.42
1531387769257984,1748851319387342977,1748851319586371684,199.029,0.198,191.576,7.255
1645032603910145,1748851322850471363,1748851323054137287,203.666,1.399,190.197,12.07
813329366908929,1748851297488636428,1748851297691600091,202.964,0.59,191.278,11.096
1308405952151552,1748851312710730305,1748851312913214342,202.484,1.797,189.621,11.066
364586888855552,1748851282986529203,1748851283214751511,228.222,0.32,223.479,4.424
923125910863872,1748851300879217008,1748851301080479996,201.263,5.317,192.183,3.762
548514568339457,1748851288978385584,1748851289182176712,203.791,3.516,192.678,7.597
1443156256096257,1748851316715475877,1748851316902155029,186.679,2.069,179.693,4.917
465295282012161,1748851286324605856,1748851286532766371,208.161,3.447,197.249,7.464
822512006987776,1748851297775290042,1748851297977654927,202.365,3.379,196.094,2.892
964301762330625,1748851302164520132,1748851302372654088,208.134,3.759,194.715,9.66
1412039218036737,1748851315782066354,1748851315974591790,192.525,0.286,184.386,7.853
700079669248,1748851267341701446,1748851267407227718,65.526,16.315,28.545,20.666
811413811494913,1748851297431213004,1748851297631723627,200.511,0.414,191.561,8.536
763924358103040,1748851295939667795,1748851296145373227,205.705,0.694,196.676,8.336
884505564938240,1748851299679418562,1748851299878017557,198.599,0.095,192.042,6.462
1527462169149441,1748851319268211872,1748851319468589657,200.378,0.026,191.064,9.288
491168165003265,1748851287148784176,1748851287357499988,208.716,4.752,200.495,3.468
1276786402918400,1748851311789912559,1748851311980011896,190.099,1.672,181.803,6.625
285477886230528,1748851280188483664,1748851280417602657,229.119,1.738,217.662,9.719
154197915860993,1748851275085474331,1748851275402002428,316.528,0.035,306.859,9.634
1241026505211904,1748851310701630114,1748851310909519062,207.889,2.8,196.039,9.05
1279582426628096,1748851311872399574,1748851312062030306,189.631,0.174,178.825,10.632
656889478119425,1748851292486914594,1748851292696960108,210.046,0.081,202.695,7.269
1024594513231873,1748851304073244382,1748851304275764828,202.52,1.054,193.925,7.541
1227836660645889,1748851310317645452,1748851310511895428,194.25,8.192,186.346,0.0
1325439792447489,1748851313233711428,1748851313427496636,193.785,3.91,183.766,6.109
1570467676684289,1748851320576101842,1748851320776345477,200.244,5.728,192.162,2.354
1562762505355265,1748851320341729703,1748851320538939113,197.209,1.411,185.66,10.139
64209761075201,1748851270601876298,1748851270916816541,314.94,0.115,311.297,3.529
1422016427065345,1748851316082011793,1748851316270778111,188.766,0.077,181.477,7.212
1319040291176449,1748851313039964162,1748851313238133675,198.17,2.18,185.429,10.561
1516647441498113,1748851318946355788,1748851319132013844,185.658,1.598,179.955,4.105
1750401036582913,1748851326070562553,1748851326272164313,201.602,5.944,193.574,2.083
630531263823872,1748851291608828813,1748851291827742113,218.913,0.336,208.855,9.722
949570024505345,1748851301704026466,1748851301911741980,207.716,4.677,197.993,5.045
1708520810479617,1748851324792490529,1748851324992320773,199.83,4.417,191.86,3.553
868876178948096,1748851299193247940,1748851299393477058,200.229,1.897,189.985,8.347
346878738694145,1748851282371859504,1748851282599929098,228.07,0.788,221.659,5.623
638743241293825,1748851291885146331,1748851292099448583,214.302,5.849,205.307,3.147
426571856871424,1748851285065349447,1748851285278738304,213.389,0.372,205.887,7.13
552019261652992,1748851289087684584,1748851289286140251,198.456,0.089,191.352,7.014
1208049746313217,1748851309699165090,1748851309906683216,207.518,4.314,197.246,5.958
466540822528000,1748851286363776263,1748851286567824552,204.048,0.06,194.124,9.864
1427745913438208,1748851316251449676,1748851316447230029,195.78,3.739,187.641,4.4
1336559462776832,1748851313563022770,1748851313749599430,186.577,2.47,174.458,9.648
888005963284480,1748851299788197662,1748851299988824944,200.627,5.682,193.969,0.976
753345853652993,1748851295611453311,1748851295812884704,201.431,6.193,191.277,3.962
498151781826561,1748851287373041423,1748851287585558512,212.517,2.191,201.416,8.91
897330337284097,1748851300075389772,1748851300267719483,192.33,0.052,187.298,4.979
1535601132175360,1748851319518885534,1748851319718760361,199.875,2.807,190.256,6.811
53128745451520,1748851270020718212,1748851270362722611,342.004,4.643,334.322,3.039
855076449026049,1748851298772767254,1748851298966260236,193.493,0.033,187.535,5.925
1652935343734785,1748851323095577602,1748851323298107956,202.53,0.533,196.985,5.012
926106618167296,1748851300970406450,1748851301173061737,202.655,1.516,197.147,3.992
1548962775433217,1748851319930977479,1748851320122846269,191.869,1.005,181.543,9.321
95481417957376,1748851272178936146,1748851272489654527,310.718,0.709,307.995,2.014
943788998524929,1748851301523597242,1748851301722083417,198.486,4.228,189.82,4.438
1095070631591936,1748851306256194064,1748851306454009125,197.815,0.196,189.822,7.797
363122305007616,1748851282935160723,1748851283162466781,227.306,0.55,220.366,6.39
1776153660489729,1748851326844869987,1748851327044920131,200.05,1.744,187.112,11.195
1565846291873793,1748851320434487793,1748851320628474977,193.987,0.349,186.247,7.392
1323425452785664,1748851313170414499,1748851313363535557,193.121,0.118,183.952,9.052
225447128334336,1748851278030644568,1748851278266296888,235.652,0.108,230.146,5.398
137164075565057,1748851274239948737,1748851274559750997,319.802,7.033,307.887,4.882
363375708078081,1748851282943718108,1748851283176579097,232.861,1.21,220.331,11.32
1101749305737217,1748851306461731212,1748851306661084895,199.354,4.897,187.034,7.423
155705449381888,1748851275160781252,1748851275480845591,320.064,0.032,312.108,7.925
115160958107648,1748851273147376260,1748851273468016174,320.64,0.128,313.525,6.987
968145758060545,1748851302289925272,1748851302494653188,204.728,0.687,195.81,8.231
628104607301632,1748851291530036416,1748851291741982639,211.946,0.978,203.464,7.505
85839216377857,1748851271699407372,1748851272025144602,325.737,10.709,317.699,0.0
951627313840128,1748851301767603498,1748851301966523352,198.92,0.203,193.859,4.858
1297788792995840,1748851312403250039,1748851312590290195,187.04,1.841,178.057,7.142
1494798942863360,1748851318277532592,1748851318472703396,195.171,2.112,185.554,7.505
1012555719901185,1748851303689520468,1748851303892020536,202.5,4.384,191.621,6.495
840048358457345,1748851298312961551,1748851298509070328,196.109,2.216,184.247,9.646
1471052068683777,1748851317557888007,1748851317756219703,198.332,6.737,187.47,4.125
1514512842752001,1748851318880105475,1748851319074748675,194.643,0.948,182.727,10.968
428981333524481,1748851285143807360,1748851285357659982,213.853,0.039,204.449,9.365
1484108769263616,1748851317955408478,1748851318147262861,191.854,9.543,184.331,0.0
1683163323564033,1748851324023502596,1748851324218603169,195.101,2.002,187.199,5.899
333066123870209,1748851281884358577,1748851282113156150,228.798,0.212,216.773,11.813
984458043850753,1748851302805905626,1748851303009536525,203.631,1.012,197.092,5.527
22535693402112,1748851268463154531,1748851268781099433,317.945,0.569,308.227,9.149
1030826510778369,1748851304268139062,1748851304464234853,196.096,0.843,184.065,11.188
428869664374785,1748851285140465602,1748851285359062501,218.597,3.919,206.833,7.845
824418972467200,1748851297838335151,1748851298041698350,203.363,1.847,191.423,10.093
392740399480833,1748851283960913643,1748851284170399102,209.485,1.18,197.806,10.5
814132525793280,1748851297512166085,1748851297711154587,198.989,0.097,193.931,4.96
1767069804658688,1748851326578397850,1748851326766151127,187.753,8.983,181.226,0.0
922636284592128,1748851300863112903,1748851301062600808,199.488,0.078,193.574,5.836
519300200792064,1748851288061706664,1748851288266308215,204.602,0.064,197.038,7.499
220774203916288,1748851277863242905,1748851278091571172,228.328,6.766,223.097,0.0
573391018917889,1748851289751459397,1748851289951845398,200.386,7.086,192.774,0.526
439963564900352,1748851285511511147,1748851285712960464,201.449,0.055,194.031,7.364
30584462114816,1748851268873285316,1748851269192987619,319.702,0.061,315.012,4.63
629088154812416,1748851291562184513,1748851291774353322,212.169,0.581,205.543,6.045
82772609728512,1748851271542060501,1748851271870317414,328.257,0.044,323.4,4.813
1431602794070016,1748851316367087100,1748851316563158596,196.071,0.377,187.653,8.041
393745421828097,1748851283991316603,1748851284205182830,213.866,3.047,203.589,7.23
657293205045248,1748851292499279498,1748851292707367137,208.088,0.109,199.146,8.832
780979673235457,1748851296483327715,1748851296685711255,202.384,4.158,194.682,3.544
659986149539841,1748851292587851944,1748851292797429935,209.578,0.041,202.905,6.632
612973437517824,1748851291033925185,1748851291242348972,208.424,0.077,201.979,6.367
1656757864628225,1748851323217970267,1748851323416573790,198.604,6.63,189.652,2.322
382634341433344,1748851283615454735,1748851283834747674,219.293,0.038,209.648,9.607
1326938736033793,1748851313278386442,1748851313468531164,190.145,0.814,184.91,4.421
777311771164673,1748851296369313512,1748851296576134727,206.821,2.746,193.723,10.353
1741682252972032,1748851325803266447,1748851326002554538,199.288,0.026,188.29,10.971
1017232939286529,1748851303836968569,1748851304041781003,204.812,0.734,196.622,7.457
1094993322180609,1748851306253519030,1748851306453106149,199.587,1.256,188.018,10.313
276007483342848,1748851279853179444,1748851280078045857,224.866,0.21,216.252,8.405
1540102257901568,1748851319658388974,1748851319851563301,193.174,0.476,187.65,5.048
533044096139265,1748851288496694844,1748851288702797277,206.102,2.436,196.456,7.21
489952689258497,1748851287111198007,1748851287320014888,208.817,3.873,199.171,5.773
1458515059146752,1748851317170809109,1748851317369613207,198.804,1.15,191.048,6.607
818569227010048,1748851297654518874,1748851297856626318,202.107,6.986,194.715,0.406
1236555444256769,1748851310576257165,1748851310778480626,202.223,1.249,192.649,8.325
160309654323201,1748851275385921837,1748851275698650311,312.728,0.183,306.536,6.01
1324232906637313,1748851313196517992,1748851313392248021,195.73,1.68,187.805,6.246
1064284306014208,1748851305301480308,1748851305504082326,202.602,7.363,194.477,0.762
1303634243485697,1748851312573672451,1748851312770795470,197.123,0.02,188.212,8.891
36013300776960,1748851269143601930,1748851269470658864,327.057,8.856,317.167,1.033
1527303255359489,1748851319263858675,1748851319461539956,197.681,0.032,192.119,5.53
124657130799104,1748851273626155454,1748851273935714271,309.559,2.311,297.872,9.376
140226387247105,1748851274387916719,1748851274709417309,321.501,9.026,312.991,0.0
394561465614336,1748851284015644190,1748851284230172073,214.528,0.762,209.489,4.277
115551800131585,1748851273162589772,1748851273483302451,320.713,0.039,314.771,5.903
431137407107072,1748851285217234051,1748851285433631253,216.397,0.082,210.582,5.734
594745596313600,1748851290449519837,1748851290657535031,208.015,0.09,199.16,8.765
1171817402204160,1748851308610087090,1748851308799564766,189.478,4.097,181.136,4.245
841061970739200,1748851298342668722,1748851298534279911,191.611,0.086,183.102,8.423
222844378152961,1748851277933607299,1748851278168919414,235.312,3.232,227.746,4.335
654501476302849,1748851292407549106,1748851292618923732,211.375,0.748,199.049,11.578
1174231173824513,1748851308679876099,1748851308871566937,191.691,5.053,181.152,5.486
950716780773377,1748851301737716632,1748851301940278095,202.561,1.417,197.978,3.166
1586118537510913,1748851321052276583,1748851321245575844,193.299,4.874,184.435,3.99
3706556776448,1748851267367976900,1748851267809613213,441.636,141.004,377.351,0.0
1689580004704256,1748851324220372372,1748851324411656330,191.284,2.517,179.87,8.897
814965749448704,1748851297538747901,1748851297738255352,199.507,0.155,190.331,9.021
670800877191168,1748851292942381476,1748851293153747115,211.366,1.879,199.949,9.537
264874928111617,1748851279452981112,1748851279683630592,230.649,3.429,220.795,6.425
834576570122241,1748851298149685221,1748851298344039180,194.354,1.706,183.013,9.635
1417635560423425,1748851315954738106,1748851316149994840,195.257,7.455,183.979,3.823
838815702843392,1748851298275870266,1748851298471134906,195.265,0.936,182.757,11.571
692619311054849,1748851293654926848,1748851293867491005,212.564,5.889,203.977,2.698
227457173028865,1748851278101362511,1748851278341965464,240.603,0.712,230.377,9.514
1411811584770049,1748851315777227871,1748851315974337776,197.11,2.394,181.887,12.829
192294275776512,1748851276778521997,1748851277031880082,253.358,5.698,245.129,2.532
1665695691571201,1748851323485722584,1748851323682855612,197.133,0.028,188.96,8.145
994113130332161,1748851303107318364,1748851303315737462,208.419,8.67,200.442,0.0
786481526341632,1748851296658211917,1748851296854708747,196.497,4.83,184.931,6.736
598353368842240,1748851290566271752,1748851290770141937,203.87,3.117,195.105,5.648
504688722051073,1748851287585634003,1748851287798410044,212.776,2.581,204.597,5.598
622645703868417,1748851291351922735,1748851291561165491,209.243,0.753,203.441,5.048
763602235555841,1748851295930820608,1748851296134012668,203.192,0.046,198.273,4.873
311518272946176,1748851281115078827,1748851281345861576,230.783,0.06,225.585,5.137
1273560882479105,1748851311687587288,1748851311887240902,199.654,1.799,189.482,8.372
922271212371968,1748851300851335135,1748851301053256573,201.921,1.366,189.711,10.844
1162338409381888,1748851308315865086,1748851308515935408,200.07,0.766,187.634,11.671
1163558180093952,1748851308357940667,1748851308552613993,194.673,0.035,186.882,7.756
1091626067820544,1748851306145347545,1748851306346936591,201.589,0.071,192.173,9.345
583832084414464,1748851290081104993,1748851290290844616,209.74,0.1,201.241,8.399
896303840100352,1748851300044978847,1748851300238662055,193.683,0.047,187.268,6.368
1370296430886912,1748851314560517914,1748851314742851874,182.334,4.357,174.336,3.641
871027957563392,1748851299259662429,1748851299459788204,200.126,5.356,191.304,3.466
442098163646465,1748851285579879765,1748851285789167866,209.288,2.763,197.442,9.083
1083405500416001,1748851305895658109,1748851306088599111,192.941,3.481,184.54,4.921
1507417556779009,1748851318667487068,1748851318860638863,193.152,6.957,182.872,3.323
95206540050433,1748851272166335101,1748851272483476504,317.141,1.535,307.546,8.061
1099326944182273,1748851306386905048,1748851306584921846,198.017,0.33,185.521,12.167
1046644875329537,1748851304752648553,1748851304951418247,198.77,8.451,191.326,0.0
130524056125441,1748851273904528209,1748851274225350944,320.823,0.032,316.942,3.849
316165427560448,1748851281283630386,1748851281509404775,225.774,0.114,216.202,9.458
494187527012353,1748851287247237339,1748851287454461847,207.225,7.273,198.699,1.253
1143487797919744,1748851307749153682,1748851307942881693,193.728,2.678,185.95,5.1
189979288403969,1748851276687671047,1748851276942947734,255.277,0.037,252.036,3.204
186272731627520,1748851276524255296,1748851276793780864,269.526,5.711,261.921,1.894
1390753360117760,1748851315164425891,1748851315355128213,190.702,0.1,181.223,9.379
1115527560822784,1748851306884073383,1748851307080183401,196.11,0.094,190.914,5.102
1670291306577920,1748851323629431053,1748851323826553692,197.123,0.022,186.509,10.591
1077139143131136,1748851305700039198,1748851305898568232,198.529,3.566,190.134,4.829
426150950076416,1748851285052537018,1748851285268478189,215.941,4.627,206.263,5.051
1086506466803712,1748851305991095030,1748851306188948493,197.853,3.388,186.647,7.818
470470717603841,1748851286490519340,1748851286699066547,208.547,1.943,197.22,9.385
644227914530816,1748851292067808864,1748851292281210544,213.402,2.472,201.319,9.61
1617995784781825,1748851322026272446,1748851322215923917,189.651,0.034,186.427,3.19
1670377205923841,1748851323631455713,1748851323830603703,199.148,3.522,190.014,5.613
16883516440576,1748851268219957265,1748851268523128216,303.171,16.46,296.643,0.0
507695199158273,1748851287685489082,1748851287895240197,209.751,6.147,199.203,4.4
1576008184496128,1748851320745632299,1748851320941675161,196.043,0.292,187.762,7.989
1670682148601856,1748851323641340427,1748851323839135150,197.795,1.899,188.58,7.316
583174954418177,1748851290059757369,1748851290272384132,212.627,6.598,202.13,3.899
818672306225153,1748851297657399632,1748851297859254184,201.855,3.22,197.453,1.181
546912545538049,1748851288927515504,1748851289132039400,204.524,1.71,192.797,10.016
1098717058826241,1748851306368160494,1748851306566364993,198.204,4.86,190.887,2.457
1485440209125377,1748851317990048568,1748851318192402162,202.354,0.036,193.694,8.623
969004751519745,1748851302317091538,1748851302519722090,202.631,0.024,192.338,10.269
690235604205568,1748851293575134624,1748851293787613952,212.479,0.153,207.184,5.143
1256505567346688,1748851311189717755,1748851311384882889,195.165,0.047,186.806,8.312
600341938700289,1748851290629901462,1748851290836962455,207.061,2.338,196.695,8.028
1011911474806784,1748851303669906951,1748851303870104901,200.198,1.103,190.546,8.549
235042085273601,1748851278378813756,1748851278611075266,232.262,7.686,225.065,0.0
722198750822401,1748851294616711436,1748851294827119577,210.408,1.105,204.281,5.022
1643967452020737,1748851322818902097,1748851323021482023,202.58,3.062,191.236,8.281
720570958217216,1748851294565184570,1748851294774964869,209.78,0.091,201.136,8.554
696725299789825,1748851293790650862,1748851294003768882,213.118,1.398,205.795,5.925
1227763646201857,1748851310315799616,1748851310507413911,191.614,0.068,179.551,11.996
1145978878951424,1748851307826455637,1748851308019580943,193.125,2.413,182.41,8.302
1662946912501761,1748851323406357147,1748851323603467192,197.11,0.03,187.697,9.383
1522668985647104,1748851319120348115,1748851319316468792,196.121,1.927,188.164,6.03
612939077779457,1748851291033067975,1748851291243319083,210.251,3.605,202.025,4.622
1374655822692353,1748851314681449452,1748851314880420281,198.971,1.662,189.122,8.187
1132067479879681,1748851307412179374,1748851307600346063,188.167,3.642,175.76,8.764
197224898232321,1748851276976110095,1748851277225405264,249.295,0.808,236.481,12.006
1588540899065856,1748851321126988412,1748851321313836830,186.848,0.409,175.205,11.234
177897545400321,1748851276184737739,1748851276448948495,264.211,0.706,259.229,4.276
1328437679620096,1748851313323097002,1748851313510768757,187.672,0.058,180.311,7.303
1041383540391936,1748851304590118616,1748851304787725749,197.607,0.116,191.369,6.123
1067784704360449,1748851305410541314,1748851305610866311,200.325,4.563,192.399,3.364
71232032604160,1748851270951860014,1748851271286612905,334.753,5.706,328.258,0.789
747062316498945,1748851295413254063,1748851295619449379,206.195,3.027,195.76,7.408
281221573640192,1748851280039076976,1748851280267351963,228.275,2.457,216.326,9.492
680086596485121,1748851293251723267,1748851293462245441,210.522,5.088,200.984,4.45
